artifact_id,poll_id,artifact_type,title,location,source_id,original_archive_path,sha256,rights_status,disclosure_status,publication_status,notes
cdd-btp-health-education-2005-survey,btp-health-education-2005,data,Reviewed poll-level survey,data/btp-health-education-2005/survey.parquet,cdd-btp-health-education-2005-survey,data/BTP/2005/data/btp05_hlm.dta,4e673dbc67a6901e4fe506e99f4c39b6d21eb0bd8947e548f4c4450a582f1825,owner-approved,approved-redacted,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-btp-health-education-2005-survey-variables,btp-health-education-2005,codebook,Source variables,data/btp-health-education-2005/variables.csv,cdd-btp-health-education-2005-survey-variables,data/BTP/2005/data/btp05_hlm.dta,9b9ace3749e7c41f755696256997a7375d6bb912dd31d47f6d6a376962b1f171,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-btp-health-education-2005-survey-value-labels,btp-health-education-2005,codebook,Source value-labels,data/btp-health-education-2005/value-labels.csv,cdd-btp-health-education-2005-survey-value-labels,data/BTP/2005/data/btp05_hlm.dta,1e71e0c147979273ea00bbf9b5e0427bbc6c05386842d28d0dc868fca60d2359,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-btp-online-primaries-2004-survey,btp-online-primaries-2004,data,Reviewed poll-level survey,data/btp-online-primaries-2004/survey.parquet,cdd-btp-online-primaries-2004-survey,data/BTP/2004OnlinePrimaries/data/2004 online primaries_hlm.dta,06c3022d9f92aed8a3a67b3b46c8e35955d50ccfcafb23536390bd1ba3f0df0e,owner-approved,approved-redacted,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-btp-online-primaries-2004-survey-variables,btp-online-primaries-2004,codebook,Source variables,data/btp-online-primaries-2004/variables.csv,cdd-btp-online-primaries-2004-survey-variables,data/BTP/2004OnlinePrimaries/data/2004 online primaries_hlm.dta,c8ca35bfa8866ad66d1a20bdf5b9c48c91b3e69d2d207b851a78dcbda0733773,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-btp-online-primaries-2004-survey-value-labels,btp-online-primaries-2004,codebook,Source value-labels,data/btp-online-primaries-2004/value-labels.csv,cdd-btp-online-primaries-2004-survey-value-labels,data/BTP/2004OnlinePrimaries/data/2004 online primaries_hlm.dta,958d470a79f5ccb69badbe6a0cfbebb532c7abc68ef97ce19cb7d7300552633b,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-bulgaria-crime-2002-survey,bulgaria-crime-2002,data,Reviewed poll-level survey,data/bulgaria-crime-2002/survey.sav,cdd-bulgaria-crime-2002-survey,data/Bulgaria/data/bulgaria.sav,88502e432e20f6600423c44632ca8753435748af9721d6b1ec867a0357ad133f,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-bulgaria-crime-2002-survey-variables,bulgaria-crime-2002,codebook,Source variables,data/bulgaria-crime-2002/variables.csv,cdd-bulgaria-crime-2002-survey-variables,data/Bulgaria/data/bulgaria.sav,8aaa48c2911f6b65f8a1b36636091c5bac87b735b350e25c32e2819f4baae65b,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-bulgaria-crime-2002-survey-value-labels,bulgaria-crime-2002,codebook,Source value-labels,data/bulgaria-crime-2002/value-labels.csv,cdd-bulgaria-crime-2002-survey-value-labels,data/Bulgaria/data/bulgaria.sav,787edbd4cd3ba223f59452153f6c8138402bd8fe83cd9909c766f0f48c1673fb,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-california-whats-next-2011-survey,california-whats-next-2011,data,Reviewed poll-level survey,data/california-whats-next-2011/survey.parquet,cdd-california-whats-next-2011-survey,data/California/data/California_Merged_t1-t2-t3_6-28-11.dta,2dc4c32d089805365e25b264264c0ae56608be391af7f23d0445d3c8a2d693c7,owner-approved,approved-redacted,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-california-whats-next-2011-survey-variables,california-whats-next-2011,codebook,Source variables,data/california-whats-next-2011/variables.csv,cdd-california-whats-next-2011-survey-variables,data/California/data/California_Merged_t1-t2-t3_6-28-11.dta,be11ff63f3b08e89eb82097da51ec3430110231d8f2b03d68d74961399cf8f61,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-california-whats-next-2011-survey-value-labels,california-whats-next-2011,codebook,Source value-labels,data/california-whats-next-2011/value-labels.csv,cdd-california-whats-next-2011-survey-value-labels,data/California/data/California_Merged_t1-t2-t3_6-28-11.dta,890196189d84e5eb147e90ab550a16ce3e061491174f61b112c81de02dafbfe1,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-europolis-2009-survey,europolis-2009,data,Reviewed poll-level survey,data/europolis-2009/survey.sav,cdd-europolis-2009-survey,data/eu_2009/europe_data/EUROPOLIS-DATA-NEW-OCT-2010.sav,e91478e230cb2ebe74771da6ac25d3f27c5d31104724c18724ef4b16a427d43e,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-europolis-2009-survey-variables,europolis-2009,codebook,Source variables,data/europolis-2009/variables.csv,cdd-europolis-2009-survey-variables,data/eu_2009/europe_data/EUROPOLIS-DATA-NEW-OCT-2010.sav,fa641c3148dc39f7cde6aa5e0fe0bc1379a91d02ed20470592ff2b269b2da834,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-europolis-2009-survey-value-labels,europolis-2009,codebook,Source value-labels,data/europolis-2009/value-labels.csv,cdd-europolis-2009-survey-value-labels,data/eu_2009/europe_data/EUROPOLIS-DATA-NEW-OCT-2010.sav,fa5b60355e29ac0fe7dfa3373739930759b0423298d260566b24a0424433a02d,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-nic-1996-survey,nic-1996,data,Reviewed poll-level survey,data/nic-1996/survey.parquet,cdd-nic-1996-survey,data/nic_1/Data_revised/nic123_r.sav,36b488dde92fdce32992f9ddd107e3bdb39681d435438df4cfd7914acc6f47a4,owner-approved,approved-redacted,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-nic-1996-survey-variables,nic-1996,codebook,Source variables,data/nic-1996/variables.csv,cdd-nic-1996-survey-variables,data/nic_1/Data_revised/nic123_r.sav,8740e78c366912c918727a4e210338d9ee817f65badc35dcff31f26c40cc0935,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-nic-1996-survey-value-labels,nic-1996,codebook,Source value-labels,data/nic-1996/value-labels.csv,cdd-nic-1996-survey-value-labels,data/nic_1/Data_revised/nic123_r.sav,0211eacfca299458daf7c4e2454a80010b2abc2b803a1dc659d1191b6549241e,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-tomorrows-europe-2007-survey,tomorrows-europe-2007,data,Reviewed poll-level survey,data/tomorrows-europe-2007/survey.parquet,cdd-tomorrows-europe-2007-survey,data/eu_2007/eu.sav,96ddb2c585c9aee839547117a910a977a2abf27584d04cd70eb031afc5aa3e02,owner-approved,approved-redacted,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-tomorrows-europe-2007-survey-variables,tomorrows-europe-2007,codebook,Source variables,data/tomorrows-europe-2007/variables.csv,cdd-tomorrows-europe-2007-survey-variables,data/eu_2007/eu.sav,50f7fdd71d72f7d5b4ce3187dcb703497c3ebe948ae3fddbf31c8a5e71517a5b,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-tomorrows-europe-2007-survey-value-labels,tomorrows-europe-2007,codebook,Source value-labels,data/tomorrows-europe-2007/value-labels.csv,cdd-tomorrows-europe-2007-survey-value-labels,data/eu_2007/eu.sav,b49211827850f81119d9f707d97d270a61b8a2898713e7599acc79ff95e2ea2d,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-vermont-energy-2007-survey,vermont-energy-2007,data,Reviewed poll-level survey,data/vermont-energy-2007/survey.sav,cdd-vermont-energy-2007-survey,data/Vermont/data/vt.sav,eed94b5323824bf4d598b405923f2e8f9422cb864111f6d226b6bcdc53b9fefa,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-vermont-energy-2007-survey-variables,vermont-energy-2007,codebook,Source variables,data/vermont-energy-2007/variables.csv,cdd-vermont-energy-2007-survey-variables,data/Vermont/data/vt.sav,e61c004d64029911d71eaacb1b88e1551cdbdc0613d987b74f646051b080605b,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-vermont-energy-2007-survey-value-labels,vermont-energy-2007,codebook,Source value-labels,data/vermont-energy-2007/value-labels.csv,cdd-vermont-energy-2007-survey-value-labels,data/Vermont/data/vt.sav,f0044d449c2cb62af0c7602480f092794e7e69c55f1ce5c909886a99ca0ae273,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-san-mateo-2008-survey,san-mateo-2008,data,Reviewed poll-level survey,data/san-mateo-2008/survey.parquet,cdd-san-mateo-2008-survey,data/san_mateo/smdp 3-18-08.dta,e9c3245501b288a468a0adffe40aca914544a86f63d478a18c15b8afe828fd4c,owner-approved,approved-redacted,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-san-mateo-2008-survey-variables,san-mateo-2008,codebook,Source variables,data/san-mateo-2008/variables.csv,cdd-san-mateo-2008-survey-variables,data/san_mateo/smdp 3-18-08.dta,a0966dbc5b539322b9e52eb73066d8d979d7907440ad3fcef69215bf3cec597a,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-san-mateo-2008-survey-value-labels,san-mateo-2008,codebook,Source value-labels,data/san-mateo-2008/value-labels.csv,cdd-san-mateo-2008-survey-value-labels,data/san_mateo/smdp 3-18-08.dta,0e43c45b64d78c81707ed128a4c8fe29cb2eaa1f45381d33f27bbadb1554dfd6,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-michigan-2009-survey,michigan-2009,data,Reviewed poll-level survey,data/michigan-2009/survey.parquet,cdd-michigan-2009-survey,data/Michigan/data/mifin.dta,a827af55e3d8e85c6f1fb06a4a40e5de94e406640bf8e58e9b8635fcddeb1980,owner-approved,approved-redacted,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-michigan-2009-survey-variables,michigan-2009,codebook,Source variables,data/michigan-2009/variables.csv,cdd-michigan-2009-survey-variables,data/Michigan/data/mifin.dta,396b78c56c069dacd26cf14904595e7b92bf2798b21738bc0a992bdca142503d,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-michigan-2009-survey-value-labels,michigan-2009,codebook,Source value-labels,data/michigan-2009/value-labels.csv,cdd-michigan-2009-survey-value-labels,data/Michigan/data/mifin.dta,355d2acaa276d4e050435819cd1870270f3a2cccddab59f6368ca593c0bf550c,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-denmark-euro-2000-survey,denmark-euro-2000,data,Reviewed poll-level survey,data/denmark-euro-2000/survey.parquet,cdd-denmark-euro-2000-survey,data/Denmark/data/t0english.sav,c6d0c21006eb4cb3efdb6a0f2105d49b8a636fa516801b5cd25077c2f32abd7a,owner-approved,approved-redacted,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-denmark-euro-2000-survey-variables,denmark-euro-2000,codebook,Source variables,data/denmark-euro-2000/variables.csv,cdd-denmark-euro-2000-survey-variables,data/Denmark/data/t0english.sav,3c3a462ab41f23d6cef0aed34013536424b3052bcc78c56f84a94a7eb9e8c031,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-denmark-euro-2000-survey-value-labels,denmark-euro-2000,codebook,Source value-labels,data/denmark-euro-2000/value-labels.csv,cdd-denmark-euro-2000-survey-value-labels,data/Denmark/data/t0english.sav,ff52ee83a0918671dff6c1847c001f610b83d6ff4db3684442e88bc4e5eebb42,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-denmark-euro-2000-departure,denmark-euro-2000,data,Reviewed poll-level survey,data/denmark-euro-2000/departure.parquet,cdd-denmark-euro-2000-departure,data/Denmark/data/t2.sav,eaef4b0c1c88f3a04cc7e736d3f7b4abcaa7cffbf0c90794f88fa014901da54d,owner-approved,approved-redacted,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-denmark-euro-2000-departure-variables,denmark-euro-2000,codebook,Source variables,data/denmark-euro-2000/departure-variables.csv,cdd-denmark-euro-2000-departure-variables,data/Denmark/data/t2.sav,2fd96993f6ee549ad7ab669c01c031d9ae0b140e46462651284bfdfc6c1015f0,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-denmark-euro-2000-departure-value-labels,denmark-euro-2000,codebook,Source value-labels,data/denmark-euro-2000/departure-value-labels.csv,cdd-denmark-euro-2000-departure-value-labels,data/Denmark/data/t2.sav,dc70bffb0358fa462692a7d6b388d115240826ba967a29fbf0b822429395322f,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-australia-republic-1999-codebook,australia-republic-1999,codebook,Original codebook.doc,data/australia-republic-1999/codebook.doc,cdd-australia-republic-1999-codebook,data/australia_republic/codebooks/Australian codebook.doc,9015c687cc107079efafccd9d1ed224ab5d52b8f7906530423250e18b2363b84,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-btp-2007-codebook,btp-2007,codebook,Original codebook.pdf,data/btp-2007/codebook.pdf,cdd-btp-2007-codebook,data/BTP/2007/2007BTP_CODEBOOK.pdf,235dbd209480dbf756f27a1ea40ee2455661480d72a7e8d4e20ac8c275f3e94d,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-btp-general-election-2004-questionnaires,btp-general-election-2004,questionnaire,Original questionnaires.doc,data/btp-general-election-2004/questionnaires.doc,cdd-btp-general-election-2004-questionnaires,data/BTP/2004GE/DOP All Surveys.doc,67587e50e86f57e1840371cceff9d7656727090c8d9ec428d39c9186365f2395,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-btp-health-education-2005-questionnaire-pre,btp-health-education-2005,questionnaire,Original questionnaire-pre.doc,data/btp-health-education-2005/questionnaire-pre.doc,cdd-btp-health-education-2005-questionnaire-pre,data/BTP/2005 Health Education/2005cddnhjl_pre.doc,9b1f2caf35f016d228f92ee5ff707de333bcefee82693cdf6a4b852373a43100,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-btp-health-education-2005-questionnaire-post,btp-health-education-2005,questionnaire,Original questionnaire-post.doc,data/btp-health-education-2005/questionnaire-post.doc,cdd-btp-health-education-2005-questionnaire-post,data/BTP/2005 Health Education/2005cddnhjl_post.doc,7473098bd96ce449008ac7369b509402ae776cfaa9ad14ace9ef9d36645ec05e,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-btp-online-primaries-2004-questionnaires,btp-online-primaries-2004,questionnaire,Original questionnaires.doc,data/btp-online-primaries-2004/questionnaires.doc,cdd-btp-online-primaries-2004-questionnaires,data/BTP/ONLINE DPOLL SURVEYS - COMPREHENSIVE.doc,bbb51cacedc8a5abbfb5642e588467dcbacea3578a916bff125f371c15dd55b4,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-bulgaria-crime-2002-questionnaire,bulgaria-crime-2002,questionnaire,Original questionnaire.doc,data/bulgaria-crime-2002/questionnaire.doc,cdd-bulgaria-crime-2002-questionnaire,data/Bulgaria/codebook/Bulgaria.doc,7101f933cee01690014e04ca25b113c2336b2e1f0a317ad5d7d147ebcbf8d5ec,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-bulgaria-crime-2002-knowledge-index,bulgaria-crime-2002,codebook,Original knowledge-index.doc,data/bulgaria-crime-2002/knowledge-index.doc,cdd-bulgaria-crime-2002-knowledge-index,data/Bulgaria/Indices/Bulgaria_Knowledge Indices.doc,562147c29a8e69fa4bca2afa770d8b3578dff8322322e195bb426ad92f8b237c,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-california-whats-next-2011-questionnaire-pre,california-whats-next-2011,questionnaire,Original questionnaire-pre.doc,data/california-whats-next-2011/questionnaire-pre.doc,cdd-california-whats-next-2011-questionnaire-pre,data/California/questionnaire/Ca Draft T1 Questionnaire_6-1-11 (1).doc,5cb8718dc08fab6de8708ebc7d97a356ae314b3ea7f9364ea5fa229ac5632515,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-california-whats-next-2011-questionnaire-post,california-whats-next-2011,questionnaire,Original questionnaire-post.doc,data/california-whats-next-2011/questionnaire-post.doc,cdd-california-whats-next-2011-questionnaire-post,data/California/questionnaire/Ca Draft T3 Questionnaire_departure_v1_POP.doc,bb884ed587bc5550b1345379f117b0a3f2a75d99672966279be867d031c1afef,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-california-whats-next-2011-codebook,california-whats-next-2011,codebook,Original codebook.pdf,data/california-whats-next-2011/codebook.pdf,cdd-california-whats-next-2011-codebook,data/California/data/STAN0051_CODEBOOK.pdf,15653df2886b48a7bf92ee43517b1024178f34fa1714ba87d1f47ebd0c629db2,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-europolis-2009-codebook,europolis-2009,codebook,Original codebook.txt,data/europolis-2009/codebook.txt,cdd-europolis-2009-codebook,data/eu_2009/EU codebook.txt,51201142b48d1431f5bd4cbfc1e3f0cfa3eadda9fcfff8d7822ff2abeb170e79,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-europolis-2009-questionnaire-post,europolis-2009,questionnaire,Original questionnaire-post.doc,data/europolis-2009/questionnaire-post.doc,cdd-europolis-2009-questionnaire-post,data/eu_2009/questionnaires/T3 Questionnaires/T3 questionnaire_EN.doc,66486d9ce06dc2568654ae654582d010d8afd454c0afe0162905d922b1172bbc,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-nic-1996-codebook,nic-1996,codebook,Original codebook.txt,data/nic-1996/codebook.txt,cdd-nic-1996-codebook,data/nic_1/Code_revised/nic123_r.code,60053b7f6c5f5cfad6692d21059690b85bac973d558830d83d65f985bbaa4a64,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-nic-1996-questionnaire,nic-1996,questionnaire,Original questionnaire.pdf,data/nic-1996/questionnaire.pdf,cdd-nic-1996-questionnaire,data/nic_1/NIC Questionnaire.pdf,7043a49db250a20be4b74ea76082ca52f369a334eab0cd279ed750cc566e8fc5,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-tomorrows-europe-2007-questionnaire-post,tomorrows-europe-2007,questionnaire,Original questionnaire-post.doc,data/tomorrows-europe-2007/questionnaire-post.doc,cdd-tomorrows-europe-2007-questionnaire-post,data/eu_2007/T3 questionnaire_EN.doc,dacfd087a535bffd06d1aa3dfd34fe2db79a961ced113bcd82a6d025475d2394,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-vermont-energy-2007-questionnaire-post-key,vermont-energy-2007,questionnaire,Original questionnaire-post-key.doc,data/vermont-energy-2007/questionnaire-post-key.doc,cdd-vermont-energy-2007-questionnaire-post-key,data/Vermont/Vermont SAQ T3 11-02-07 FINAL with starred correct answers.doc,27c69fe47665f6ced42d9c7725eb7c81d358e21ac0ab980c8584c5750af631f8,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-vermont-energy-2007-questionnaire-pre,vermont-energy-2007,questionnaire,Original questionnaire-pre.doc,data/vermont-energy-2007/questionnaire-pre.doc,cdd-vermont-energy-2007-questionnaire-pre,data/Vermont/Vermont IAQ (Full) 09-28-07b.doc,99406ad24dfee1ace1e78a15c508cc3ce3899e53ac1be1dcc19a2fdc024cd1ca,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-san-mateo-2008-questionnaire-pre,san-mateo-2008,questionnaire,Original questionnaire-pre.doc,data/san-mateo-2008/questionnaire-pre.doc,cdd-san-mateo-2008-questionnaire-pre,data/san_mateo/San Mateo DP Questionnaire 3-12-08 FINAL.doc,75389ffe5dfb9396db66e1c6b6a884ae76a390103cec4efce79338371ff431e6,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-san-mateo-2008-questionnaire-post,san-mateo-2008,questionnaire,Original questionnaire-post.doc,data/san-mateo-2008/questionnaire-post.doc,cdd-san-mateo-2008-questionnaire-post,data/san_mateo/Threshold Exit Questionnarie 3-12-08 FINAL.doc,4ad12296ffbfe03b6be24f035be9958bd51f9f86aa265c84aa8726ad13390a80,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-michigan-2009-questionnaire-pre,michigan-2009,questionnaire,Original questionnaire-pre.doc,data/michigan-2009/questionnaire-pre.doc,cdd-michigan-2009-questionnaire-pre,data/Michigan/questionnaires/Michigan_Qaire_IAQ_final_T1.doc,85185d7179ce2e61d4ba5969cb900ed48c44762629b441ff2ede41c62f0a92fc,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-michigan-2009-questionnaire-post,michigan-2009,questionnaire,Original questionnaire-post.doc,data/michigan-2009/questionnaire-post.doc,cdd-michigan-2009-questionnaire-post,data/Michigan/questionnaires/Michigan FINAL_SAQ_finalnov12.doc,e60eadf90954b03ce3f364b03aa89b7b2aa083402cb1b8d3851af66a474c657b,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
cdd-denmark-euro-2000-questionnaire,denmark-euro-2000,questionnaire,Original questionnaire.pdf,data/denmark-euro-2000/questionnaire.pdf,cdd-denmark-euro-2000-questionnaire,data/Denmark/questionnaire/DP DK Qaire (English).pdf,5bc8044a853f8401528614a8083eef6618bb2e1fd8a5dbc803e9cd0566604aee,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
